output_field,dtype,unit,source_tier,source_key,official_report_name,queryname,version,market_run_id,official_raw_field,official_dimension_fields,original_cadence,hour_alignment_or_aggregation,official_entry_url,explanation_zh
rtpd_eim_transfer__mw__export__bpat__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__bpat__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__ladwp__eldorado500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__ladwp__lugo,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__ladwp__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__ladwp__sylmar,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__nevp__eldorado230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__nevp__summit120,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__pacw__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__pge__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__pge__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__psei__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__scl__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__srp__marketplace,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__srp__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__srp__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__tepc__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__tidc__oakdale,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__tidc__westlyfink,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__walc__blythe161,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__walc__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__export__walc__parker230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__ava__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__azps__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__azps__nrthgila500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__azps__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__azps__willowbeach,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__ctw230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__lake,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__ranchoseco,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__standiford,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__tesla230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__banc__westlytsla,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__bcha__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__bcha__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__bpat__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__bpat__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__ladwp__eldorado500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__ladwp__lugo,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__ladwp__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__ladwp__sylmar,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__nevp__eldorado230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__nevp__summit120,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__pacw__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__pge__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__pge__nob,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__psei__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__scl__malin500,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__srp__marketplace,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__srp__mead230,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__srp__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__tepc__pvwest,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
rtpd_eim_transfer__mw__import__tidc__oakdale,float64,MW,official CAISO OASIS,tie,EIM transfer by tie,ENE_EIM_TRANSFER_TIE,4.0,RTPD,VALUE filtered to BAA_GRP_ID=CISO,DIRECTION + TO_BAA + TIE_NAME; BAA_GRP_ID=CISO,15-minute RTPD,strict UTC-hour arithmetic mean of four quarter-hours; import and export retained separately; incomplete hours remain missing,https://www.caiso.com/documents/oasisapispecification.pdf,CAISO 视角的实时预调度 EIM 联络线转移量；具体维度已编码在字段名中。
